상가업소번호,상호명,상권업종소분류명,시군구명,행정동명,도로명주소,경도,위도
MA010120220806232204,커피콩야,카페,유성구,온천1동,대전광역시 유성구 계룡로60번길 20,127.3370243,36.35403568
MA010120220806228817,헨델과그레텔,카페,유성구,온천2동,대전광역시 유성구 대학로 291,127.356987,36.36828835
MA010120220811662500,스윗투스,카페,유성구,온천2동,대전광역시 유성구 죽동로279번길 5-29,127.3386411,36.372361
MA010120220813396224,카페바이런베이,카페,유성구,구즉동,대전광역시 유성구 와룡로 19,127.383828,36.42903395
MA010120220809600704,카페오일칠사,카페,유성구,노은1동,대전광역시 유성구 노은서로76번길 91,127.3172712,36.3676885
MA010120220803139452,글로리데이즈,카페,유성구,온천2동,대전광역시 유성구 대학로 129,127.3481307,36.36132138
MA010120220806284176,이디야커피대전,카페,유성구,학하동,대전광역시 유성구 학하복용서로 23,127.3086235,36.33927002
MA010120220808266295,커피가,카페,유성구,전민동,대전광역시 유성구 전민로10번길 54,127.4041012,36.39884112
MA010120220813827702,도자카페,카페,유성구,학하동,대전광역시 유성구 수통골로 17,127.2927631,36.34554608
MA010120220803446378,세븐팩토리모먼트,카페,유성구,온천1동,대전광역시 유성구 대학로 59,127.3429176,36.35907451
MA010120220805085301,커피니대전,카페,유성구,노은3동,대전광역시 유성구 반석로12번안길 7,127.3126676,36.39235671
MA010120220804999988,콤피커피앤베이크숍,카페,유성구,구즉동,대전광역시 유성구 봉산로20번길 19,127.3885139,36.43621007
MA010120220805232355,카페라로사,카페,유성구,원신흥동,대전광역시 유성구 계룡로132번길 10,127.3445587,36.35223888
MA010120220809767918,더드림카페드림카이스트기계공,카페,유성구,온천2동,대전광역시 유성구 대학로 291,127.356987,36.36828835
MA010120220810447277,마마,카페,유성구,온천1동,대전광역시 유성구 계룡로38번길 15,127.3351109,36.35470793
MA010120220807055181,준타라,카페,유성구,진잠동,대전광역시 유성구 유성대로217번길 34,127.3140215,36.31598748
MA010120220810084594,카페와도,카페,유성구,온천1동,대전광역시 유성구 온천북로33번길 13,127.3466537,36.35737853
MA010120220812550586,카페에이치,카페,유성구,학하동,대전광역시 유성구 동서대로 130,127.2970726,36.35099658
MA010120220814200501,오후사이,카페,유성구,신성동,대전광역시 유성구 신성로84번길 33-3,127.3509327,36.38979022
MA010120220809786330,마실,카페,유성구,진잠동,대전광역시 유성구 원내로39번길 105,127.3188106,36.30251113
MA010120220806118155,학하다방,카페,유성구,학하동,대전광역시 유성구 학하서로 71,127.2983485,36.34379299
MA010120220806434667,달달,카페,유성구,진잠동,대전광역시 유성구 진잠로74번길 52,127.3193854,36.29876968
MA010120220808353517,사발,카페,유성구,노은2동,대전광역시 유성구 노은서로266번길 61,127.3205413,36.38256714
MA010120220806531425,그린브라우니,카페,유성구,상대동,대전광역시 유성구 상대동로2번길 67-17,127.3393332,36.34440458
MA010120220806231956,홈,카페,유성구,노은2동,대전광역시 유성구 외삼로 3,127.3122929,36.39620569
MA010120220806969991,하루,카페,유성구,온천2동,대전광역시 유성구 유성대로 737,127.3332577,36.35903876
MA010120220811894621,라빅커피,카페,유성구,온천2동,대전광역시 유성구 궁동로 40,127.3491658,36.36355327
MA010120220806235312,커피라이크유,카페,유성구,온천2동,대전광역시 유성구 궁동로 74,127.352766,36.36384909
MA010120220805937849,가배로스터스,카페,유성구,온천2동,대전광역시 유성구 어은로42번길 21-10,127.3587368,36.36352492
MA010120220800851322,간코대전테크노,카페,유성구,관평동,대전광역시 유성구 테크노중앙로 123,127.3985194,36.42343465
MA010120220813693551,커스텀커피대전,카페,유성구,온천2동,대전광역시 유성구 죽동로297번길 83,127.3384507,36.36957691
MA010120220803179794,렌토,카페,유성구,관평동,대전광역시 유성구 관용로31번길 33,127.3816067,36.41720879
MA010120220803170159,커피그림,카페,유성구,노은3동,대전광역시 유성구 반석로12번길 61,127.3117133,36.39342259
MA010120220805347005,메종드봄,카페,유성구,온천2동,대전광역시 유성구 장대로80번길 31,127.3348897,36.36289122
MA010120220808159361,카페가비원,카페,유성구,신성동,대전광역시 유성구 엑스포로151번길 19,127.3953806,36.37615184
MA010120220810799428,커피드립스,카페,유성구,관평동,대전광역시 유성구 관평2로 30,127.3894126,36.42411354
MA010120220807994339,드롭탑유성복합터미널DT점혜가빌딩,카페,유성구,온천1동,대전광역시 유성구 유성대로680번길 1-11,127.3307875,36.35454876
MA010120220805855665,온즈브루잉,카페,유성구,온천2동,대전광역시 유성구 어은로57번길 47,127.3540847,36.36223209
MA010120220806955630,신세계푸드VIP라운지퍼스트,카페,유성구,신성동,대전광역시 유성구 대덕대로 480,127.3872033,36.37662921
MA010120220807797628,착한커피,카페,유성구,노은2동,대전광역시 유성구 북유성대로 219,127.318892,36.38532914
MA010120220803228552,아로파스페이스,카페,유성구,전민동,대전광역시 유성구 문지로 285,127.4066984,36.39239797
MA010120220806174475,본젤라또,카페,유성구,전민동,대전광역시 유성구 엑스포로 488,127.4057013,36.39998919
MA010120220813869051,커스텀커피,카페,유성구,관평동,대전광역시 유성구 관들3길 77-12,127.3914054,36.42347621
MA010120220806522142,리틀리커피,카페,유성구,전민동,대전광역시 유성구 유성대로 1559,127.3862012,36.40610067
MA010120220805062695,그린브라우니,카페,유성구,노은1동,대전광역시 유성구 노은서로76번길 77,127.3172146,36.36747236
MA010120220809631356,투썸플레이스유성,카페,유성구,온천1동,대전광역시 유성구 문화원로 99,127.3468291,36.35924345
MA010120220806205249,도나트리,카페,유성구,진잠동,대전광역시 유성구 진잠로66번길 55,127.3199288,36.29825455
MA010120220804805217,블레스롤,카페,유성구,온천1동,대전광역시 유성구 한밭대로492번길 7,127.3535688,36.35903445
MA010120220805931347,온유커피,카페,유성구,전민동,대전광역시 유성구 전민로46번길 27,127.4018395,36.39689322
MA010120220812878365,고속다방,카페,유성구,온천2동,대전광역시 유성구 유성대로736번길 46,127.336163,36.35843584
MA010120220807000582,라스커피,카페,유성구,원신흥동,대전광역시 유성구 봉명로 27-21,127.3434927,36.34288773
MA010120220810130151,둥이네,카페,유성구,신성동,대전광역시 유성구 유성대로 978,127.344307,36.37856289
MA010120220814364788,디저트카페구움,카페,유성구,전민동,대전광역시 유성구 전민로30번길 18,127.4018316,36.39752406
MA010120220813171312,한나커피,카페,유성구,전민동,대전광역시 유성구 아리랑로 4,127.4068443,36.37974507
MA010120220808987379,패스트카페,카페,유성구,관평동,대전광역시 유성구 테크노4로 115,127.3891689,36.42442073
MA010120220806699042,연다연,카페,유성구,노은3동,대전광역시 유성구 반석동로 82,127.3114537,36.39540584
MA010120220808045367,토타카페,카페,유성구,학하동,대전광역시 유성구 학하서로 10,127.3038179,36.34089544
MA010120220811744596,카페토브,카페,유성구,노은3동,대전광역시 유성구 지족북로14번길 6,127.3037057,36.38657629
MA010120220803168817,오솔,카페,유성구,온천2동,대전광역시 유성구 어은로58번길 20,127.3576125,36.36374457
MA010120220814353824,토르타페,카페,유성구,전민동,대전광역시 유성구 엑스포로 488,127.4057013,36.39998919
MA010120220808777384,파스쿠찌,카페,유성구,온천1동,대전광역시 유성구 온천북로 15,127.3448262,36.35732074
MA010120220806231409,보카보카,카페,유성구,전민동,대전광역시 유성구 전민로18번길 33,127.4029612,36.39825922
MA010120220805544674,스윗데이,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로12번길 41-2,127.3407121,36.33362257
MA010120220807083859,줄리아노,카페,유성구,신성동,대전광역시 유성구 엑스포로123번길 27-22,127.3922829,36.37621612
MA010120220812045085,파비아노커피,카페,유성구,온천1동,대전광역시 유성구 온천로101번길 16,127.3494182,36.35520766
MA010120220805303304,까페다비드,카페,유성구,노은3동,대전광역시 유성구 지족로 283,127.3080571,36.38774568
MA010120220806235328,옆집,카페,유성구,원신흥동,대전광역시 유성구 봉명서로 11-16,127.3405562,36.34386941
MA010120220805139646,인아웃,카페,유성구,온천1동,대전광역시 유성구 계룡로16번길 6,127.3324203,36.35601314
MA010120220813331348,러프,카페,유성구,관평동,대전광역시 유성구 관들5길 77-33,127.3923168,36.42287845
MA010120220805462753,떼제,카페,유성구,신성동,대전광역시 유성구 신성로61번길 79,127.3494734,36.39247097
MA010120220810103758,카페인,카페,유성구,학하동,대전광역시 유성구 동서대로 138,127.2967133,36.35026752
MA010120220809324701,보테가비노,카페,유성구,신성동,대전광역시 유성구 엑스포로97번길 40,127.3904671,36.37634824
MA010120220807979886,올리브가든,카페,유성구,온천2동,대전광역시 유성구 어은로48번길 10-5,127.3579307,36.36267122
MA010120220806770504,85도씨,카페,유성구,학하동,대전광역시 유성구 수통골로 69,127.2917428,36.34677417
MA010120220803260594,카멜로,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로42번길 47,127.340375,36.33549799
MA010120220808214502,메이플하우스,카페,유성구,신성동,대전광역시 유성구 신성로61번길 93,127.3504989,36.39247698
MA010120220806479190,해이커피,카페,유성구,온천2동,대전광역시 유성구 농대로 12,127.3534023,36.36163934
MA010120220806877343,에브리띵,카페,유성구,신성동,대전광역시 유성구 엑스포로 1,127.3821814,36.37518549
MA010120220809707494,콩알2,카페,유성구,온천2동,대전광역시 유성구 대학로75번길 50,127.3412531,36.36061127
MA010120220805132952,노리터,카페,유성구,관평동,대전광역시 유성구 테크노3로 65,127.3907769,36.42932682
MA010120220806016579,벨로코펜하겐,카페,유성구,온천2동,대전광역시 유성구 어은로58번길 20,127.3576125,36.36374457
MA010120220806224649,아라비카에스프레소,카페,유성구,전민동,대전광역시 유성구 유성대로 1726,127.4009385,36.39944655
MA010120220814283634,세인트쥴리앙스,카페,유성구,노은3동,대전광역시 유성구 지족북로66번길 10,127.3063339,36.38886757
MA010120220813925669,공차,카페,유성구,노은1동,대전광역시 유성구 노은로 158,127.3184098,36.37367827
MA010120220806214048,커피다오,카페,유성구,학하동,대전광역시 유성구 동서대로189번길 21,127.2962051,36.34551056
MA010120220805383948,커피베이,카페,유성구,진잠동,대전광역시 유성구 진잠로78번길 4,127.3163229,36.2985345
MA010120220806206414,투썸플레이스대전,카페,유성구,온천1동,대전광역시 유성구 온천로 84,127.347053,36.35447559
MA010120220812548297,플루피,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로42번길 11-15,127.3388436,36.33681806
MA010120220803305378,담소커피랩,카페,유성구,노은3동,대전광역시 유성구 북유성대로 303,127.3142475,36.39163163
MA010120220806881283,감성커피대전,카페,유성구,온천1동,대전광역시 유성구 온천로 45,127.3433838,36.35613534
MA010120220814242594,네이비스웨이브,카페,유성구,구즉동,대전광역시 유성구 와룡로136번길 84,127.3860689,36.43793922
MA010120220805345666,압구정시골쥐,카페,유성구,온천2동,대전광역시 유성구 대학로76번길 55,127.3472118,36.36012549
MA010120220813607273,오소당,카페,유성구,신성동,대전광역시 유성구 엑스포로151번길 19,127.3953806,36.37615184
MA010120220809662128,돌채카페,카페,유성구,온천2동,대전광역시 유성구 죽동로298번길 22,127.3376517,36.37032714
MA010120220810371906,커피에반하다,카페,유성구,구즉동,대전광역시 유성구 구즉로57번길 8-2,127.3848032,36.43458197
MA010120220811754556,지오커피,카페,유성구,온천2동,대전광역시 유성구 죽동로279번길 20,127.3387332,36.37048629
MA010120220803531108,카페와이,카페,유성구,노은1동,대전광역시 유성구 왕가봉로 30,127.3158375,36.36586291
MA010120220806219708,카이로스,카페,유성구,온천2동,대전광역시 유성구 궁동로14번길 22,127.3485364,36.36233852
MA010120220802990579,타미띠에,카페,유성구,온천1동,대전광역시 유성구 도안대로 591,127.3407861,36.35315988
MA010120220813520398,데일리오아시스대전,카페,유성구,온천1동,대전광역시 유성구 도안대로577번길 13,127.3396994,36.35178418
MA010120220808049122,과일한가득,카페,유성구,노은1동,대전광역시 유성구 노은서로142번길 28,127.3162246,36.37340471
MA010120220813455194,디에떼관평점,카페,유성구,관평동,대전광역시 유성구 테크노중앙로 14,127.3869845,36.42692405
MA010120220804607497,커피바노루,카페,유성구,원신흥동,대전광역시 유성구 원신흥로55번길 65-16,127.343729,36.34090447
MA010120220806987961,나무엔,카페,유성구,신성동,대전광역시 유성구 신성로68번길 41,127.3495643,36.38787474
MA010120220805278598,바른식혜,카페,유성구,노은1동,대전광역시 유성구 은구비로 6,127.3157549,36.37575802
MA010120220805407993,손수,카페,유성구,관평동,대전광역시 유성구 용산2로 4,127.3962137,36.42173012
MA010120220805343994,눈소풍,카페,유성구,신성동,대전광역시 유성구 엑스포로123번길 26-30,127.3956219,36.37537604
MA010120220814126309,갈색다실,카페,유성구,학하동,대전광역시 유성구 학하남로19번길 30,127.3038598,36.34021044
MA010120220805053027,커피메모리,카페,유성구,노은3동,대전광역시 유성구 반석동로40번길 92-27,127.3142832,36.38944169
MA010120220813902867,빽다방,카페,유성구,노은3동,대전광역시 유성구 지족동로 152,127.3087804,36.38743742
MA010120220806207778,앤,카페,유성구,신성동,대전광역시 유성구 가정로 308,127.3770155,36.38542117
MA010120220813969898,아이갓에브리씽한전전력연구원점,카페,유성구,전민동,대전광역시 유성구 문지로 105,127.3891688,36.39311423
MA010120220805073609,투썸플레이스대전,카페,유성구,신성동,대전광역시 유성구 가정로 316,127.3778848,36.38541843
MA010120220805954534,카페블레싱,카페,유성구,학하동,대전광역시 유성구 학하중앙로168번길 27-15,127.3105571,36.3381115
MA010120220805729955,더쉼,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로11번길 24-6,127.3368367,36.33376874
MA010120220806742262,베니스타,카페,유성구,학하동,대전광역시 유성구 학하북로 85,127.3076892,36.34242655
MA010120220813075446,마음을담다,카페,유성구,진잠동,대전광역시 유성구 성북로 74,127.3055529,36.28885674
MA010120220812858251,풍경,카페,유성구,온천1동,대전광역시 유성구 유성대로668번길 109,127.3357114,36.35184952
MA010120220811225165,빽다방대전봉명,카페,유성구,온천1동,대전광역시 유성구 문화원로 86,127.3455013,36.35880572
MA010120220802284468,조이카페,카페,유성구,노은2동,대전광역시 유성구 노은로426번길 54,127.331165,36.3884138
MA010120220810595947,공차,카페,유성구,관평동,대전광역시 유성구 테크노4로 115,127.3891689,36.42442073
MA010120220802948453,담을,카페,유성구,온천2동,대전광역시 유성구 문화원로 40,127.3403266,36.3602174
MA010120220812821930,리틀리커피CT,카페,유성구,전민동,대전광역시 유성구 유성대로 1559,127.3862012,36.40610067
MA010120220800638612,그린브라우니,카페,유성구,학하동,대전광역시 유성구 동서대로179번길 80,127.2985878,36.34810903
MA010120220814126088,카페오륙이륙,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로41번길 10,127.3374711,36.33623617
MA010120220814061903,세실,카페,유성구,학하동,대전광역시 유성구 덕명서로12번길 27-9,127.302611,36.36005753
MA010120220812613334,엑시트,카페,유성구,관평동,대전광역시 유성구 엑스포로539번길 223,127.395092,36.4094059
MA010120220810484797,갤러리고트빈,카페,유성구,신성동,대전광역시 유성구 엑스포로 131,127.3941059,36.37529994
MA010120220808475860,팬트리,카페,유성구,온천1동,대전광역시 유성구 현충원로347번길 45-9,127.3078928,36.36020624
MA010120220810583376,주니파이,카페,유성구,노은3동,대전광역시 유성구 반석로 53-19,127.3088125,36.38992457
MA010120220813732988,메가엠지씨커피,카페,유성구,온천2동,대전광역시 유성구 궁동로18번길 31,127.3491628,36.36288641
MA010120220813442799,디어,카페,유성구,온천2동,대전광역시 유성구 죽동로242번길 8-30,127.3380094,36.37573317
MA010120220814051482,공차대전,카페,유성구,원신흥동,대전광역시 유성구 도안대로 512-11,127.3408663,36.34600432
MA010120220810062439,커피콩방앗간,카페,유성구,관평동,대전광역시 유성구 배울1로 119,127.3921791,36.41766116
MA010120220810583234,로아지스,카페,유성구,노은3동,대전광역시 유성구 반석동로40번길 10,127.3125614,36.39089709
MA010120220806643967,윌사운즈,카페,유성구,온천1동,대전광역시 유성구 계룡로 20,127.3333108,36.3558124
MA010120220810345029,에떼,카페,유성구,관평동,대전광역시 유성구 관들3길 69,127.3916594,36.42297072
MA010120220803111228,카페숲,카페,유성구,구즉동,대전광역시 유성구 구룡달전로 77,127.3777537,36.43893006
MA010120220812282170,디씨에프커피컴퍼니,카페,유성구,원신흥동,대전광역시 유성구 봉명서로 57-5,127.3413403,36.3474088
MA010120220807560158,업소명없음,카페,유성구,신성동,대전광역시 유성구 엑스포로123번길 46-15,127.3938368,36.37718428
MA010120220800454100,온어스,카페,유성구,신성동,대전광역시 유성구 자운로 90,127.3497257,36.39903075
MA010120220806226587,에버미라클대전본부,카페,유성구,원신흥동,대전광역시 유성구 봉명서로 21-10,127.3411833,36.3446156
MA010120220812279509,커스텀커피,카페,유성구,노은1동,대전광역시 유성구 은구비남로33번길 5,127.3190069,36.37253219
MA010120220807884815,모두담다,카페,유성구,진잠동,대전광역시 유성구 원내로 53,127.3217062,36.30001611
MA010120220812561604,커피생각,카페,유성구,온천1동,대전광역시 유성구 월드컵대로275번길 49,127.3314843,36.35071683
MA010120220806352022,설이,카페,유성구,학하동,대전광역시 유성구 덕명서로2번길 33,127.3029389,36.35840754
MA010120220806254840,법인옥미랄유,카페,유성구,학하동,대전광역시 유성구 학하남로57번길 11,127.304669,36.33919906
MA010120220808111257,골목숲,카페,유성구,구즉동,대전광역시 유성구 구즉로48번길 33,127.386802,36.43282726
MA010120220806366828,커피먹은슬라임,카페,유성구,노은1동,대전광역시 유성구 은구비남로33번길 5,127.3190069,36.37253219
MA010120220808087434,시타라,카페,유성구,관평동,대전광역시 유성구 오룡2길 70,127.4049788,36.41328384
MA010120220806215766,아이앰,카페,유성구,온천2동,대전광역시 유성구 어은로52번길 10,127.3579341,36.36341918
MA010120220800115402,하얀책상,카페,유성구,원신흥동,대전광역시 유성구 원신흥로55번길 66-23,127.3441442,36.33904684
MA010120220803826494,바니트리커피,카페,유성구,온천1동,대전광역시 유성구 온천북로 7,127.3440581,36.35746714
MA010120220802905142,제이더블유컴퍼니,카페,유성구,온천1동,대전광역시 유성구 문화원로 89,127.3457373,36.35927365
MA010120220812081282,드라마베이커리카페,카페,유성구,진잠동,대전광역시 유성구 성북로 80-3,127.3048655,36.28956142
MA010120220814204717,오슬로의시간,카페,유성구,온천2동,대전광역시 유성구 죽동로280번길 32,127.3375806,36.37194045
MA010120220805937128,봉명동내커피대전,카페,유성구,온천1동,대전광역시 유성구 유성대로694번길 66,127.3352206,36.3543021
MA010120220806723391,카페오아유,카페,유성구,온천1동,대전광역시 유성구 유성대로654번길 77,127.3332587,36.35144184
MA010120220802996904,아이앰,카페,유성구,상대동,대전광역시 유성구 월드컵대로316번길 1,127.3354168,36.34811047
MA010120220804968535,인제이카페,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로27번길 50,127.33567,36.33442087
MA010120220806225227,드림,카페,유성구,전민동,대전광역시 유성구 유성대로 1646,127.3907615,36.39955238
MA010120220805389849,녹색지대,카페,유성구,진잠동,대전광역시 유성구 계백로421번길 26,127.2896843,36.27215217
MA010120220812889044,데이지136,카페,유성구,구즉동,대전광역시 유성구 대덕대로1111번길 1-8,127.384049,36.42635679
MA010120220805838120,그라운드,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로11번길 32-28,127.3365613,36.33447243
MA010120220803264096,파스쿠찌대전,카페,유성구,온천2동,대전광역시 유성구 대학로 291,127.356987,36.36828835
MA010120220805527816,다솜카페,카페,유성구,진잠동,대전광역시 유성구 계백로421번길 27,127.2892825,36.27184673
MA010120220809397853,지즈,카페,유성구,학하동,대전광역시 유성구 덕명서로2번길 19,127.3022605,36.35872467
MA010120220810275835,할리스커피,카페,유성구,온천2동,대전광역시 유성구 대학로 84,127.3446969,36.3608447
MA010120220806233750,카페505,카페,유성구,관평동,대전광역시 유성구 테크노3로 77,127.3899607,36.42890594
MA010120220809234857,스터프커피,카페,유성구,온천2동,대전광역시 유성구 죽동로280번길 31,127.3377918,36.37181368
MA010120220805844011,보노,카페,유성구,온천1동,대전광역시 유성구 계룡로26번길 41,127.3332807,36.3539831
MA010120220806220092,커피디자인,카페,유성구,전민동,대전광역시 유성구 전민로46번길 20,127.4013702,36.39668753
MA010120220808031593,카페잇,카페,유성구,온천2동,대전광역시 유성구 대학로 291,127.356987,36.36828835
MA010120220811714662,별꽃,카페,유성구,전민동,대전광역시 유성구 유성대로1679번길 6,127.3960473,36.39994049
MA010120220813858251,코코다임,카페,유성구,노은1동,대전광역시 유성구 은구비서로 33,127.3204776,36.37518671
MA010120220807980631,이굿,카페,유성구,온천1동,대전광역시 유성구 온천북로 51,127.348556,36.35675118
MA010120220806223815,일공일일,카페,유성구,신성동,대전광역시 유성구 신성로 56,127.3476841,36.38865523
MA010120220813011952,순자다방,카페,유성구,전민동,대전광역시 유성구 전민로70번길 38,127.4024958,36.39880149
MA010120220813027855,탬파카커피컴패니,카페,유성구,학하동,대전광역시 유성구 학하서로121번길 55-9,127.2982593,36.34960581
MA010120220801061020,디에떼에스프레소에트리융합점,카페,유성구,신성동,대전광역시 유성구 가정로 218,127.3652331,36.38266415
MA010120220812768520,블루포트,카페,유성구,신성동,대전광역시 유성구 가정북로 68,127.3674448,36.390849
MA010120220812712055,관평의숲,카페,유성구,관평동,대전광역시 유성구 관용로 11-20,127.3788556,36.41782133
MA010120220803277242,커피와유,카페,유성구,관평동,대전광역시 유성구 엑스포로625번길 46,127.4057413,36.41198357
MA010120220806235954,곰,카페,유성구,원신흥동,대전광역시 유성구 봉명서로 15,127.3413464,36.34371396
MA010120220804049943,이디야,카페,유성구,온천1동,대전광역시 유성구 한밭대로 502,127.3541676,36.35840186
MA010120220804971117,찜질카페림,카페,유성구,노은1동,대전광역시 유성구 은구비서로24번길 24,127.321833,36.37418277
MA010120220808787438,꽃피는봄날,카페,유성구,학하동,대전광역시 유성구 수통골로 49,127.2895009,36.34601363
MA010120220803543502,훈토커피로스터스,카페,유성구,온천2동,대전광역시 유성구 죽동로297번길 15,127.3382703,36.36907276
MA010120220802909955,굿무인아이스크림앤커피,카페,유성구,온천2동,대전광역시 유성구 어은로58번길 18,127.3575008,36.36369083
MA010120220800042598,로우프레소,카페,유성구,상대동,대전광역시 유성구 상대동로 44,127.3391435,36.34689237
MA010120220800882372,모리스커피,카페,유성구,전민동,대전광역시 유성구 전민로46번길 36,127.4022174,36.39668468
MA010120220813405334,유성카페1968,카페,유성구,온천1동,대전광역시 유성구 유성대로654번길 73,127.3330475,36.35154156
MA010120220813127258,순카페,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로41번길 11-1,127.3375146,36.33601076
MA010120220803404868,쥬니프루트,카페,유성구,온천2동,대전광역시 유성구 유성대로720번길 34,127.3338289,36.3571447
MA010120220806349821,마이카페,카페,유성구,노은1동,대전광역시 유성구 노은동로79번길 43,127.3208587,36.3675888
MA010120220803047980,농부커피,카페,유성구,신성동,대전광역시 유성구 신성남로 55,127.3503514,36.38694423
MA010120220813988261,카페메이데이,카페,유성구,노은3동,대전광역시 유성구 반석동로40번길 78-22,127.3142304,36.39015375
MA010120220813006508,봄봄,카페,유성구,관평동,대전광역시 유성구 테크노3로 77,127.3899607,36.42890594
MA010120220811689963,호호,카페,유성구,관평동,대전광역시 유성구 관들3길 15-7,127.3902684,36.42354301
MA010120220812369609,산들,카페,유성구,상대동,대전광역시 유성구 월드컵대로308번길 21-13,127.3349127,36.34744501
MA010120220806449863,이수컴퍼니,카페,유성구,진잠동,대전광역시 유성구 진잠로140번길 5-5,127.3172989,36.30311894
MA010120220808688487,바울레,카페,유성구,관평동,대전광역시 유성구 관들1길 28,127.3883189,36.42616274
MA010120220807998001,아스티,카페,유성구,전민동,대전광역시 유성구 문지로316번길 37-11,127.4078723,36.39520561
MA010120220809630340,비307308,카페,유성구,전민동,대전광역시 유성구 전민로46번길 46,127.4027524,36.39667387
MA010120220808820562,가치;다,카페,유성구,노은3동,대전광역시 유성구 반석서로71번길 7,127.3074023,36.39411865
MA010120220806352150,리가야,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로42번길 12-3,127.3390963,36.3360243
MA010120220802887440,플라워카페아이엠티유성덕명,카페,유성구,학하동,대전광역시 유성구 학하서로10번길 6-24,127.3048658,36.34110004
MA010120220808089249,카페리브리베,카페,유성구,온천1동,대전광역시 유성구 계룡로 38,127.3351023,36.35530273
MA010120220806563185,오아시스,카페,유성구,신성동,대전광역시 유성구 자운로97번길 410,127.3375842,36.41401605
MA010120220806228125,커피2데이,카페,유성구,온천1동,대전광역시 유성구 유성대로694번길 79,127.3359226,36.35434518
MA010120220808309013,헤비츠,카페,유성구,노은1동,대전광역시 유성구 갑동로 14,127.2893248,36.36163145
MA010120220810266202,카페보니또,카페,유성구,신성동,대전광역시 유성구 대덕대로 950,127.378534,36.41356885
MA010120220810580809,포코어커피,카페,유성구,전민동,대전광역시 유성구 문지로316번길 45-18,127.4076079,36.39580129
MA010120220803027183,빽다방대전,카페,유성구,온천2동,대전광역시 유성구 죽동로 295,127.3380833,36.36964103
MA010120220808598001,카페보스턴,카페,유성구,학하동,대전광역시 유성구 덕명로71번길 6-19,127.307094,36.35822571
MA010120220813894721,디프레소,카페,유성구,온천1동,대전광역시 유성구 계룡로26번길 39,127.3333257,36.35409112
MA010120220806509684,풀멍식물카페,카페,유성구,상대동,대전광역시 유성구 상대동로2번길 33,127.3394435,36.34416095
MA010120220812864990,커피프렌드라인,카페,유성구,온천1동,대전광역시 유성구 유성대로694번길 80,127.336033,36.35409254
MA010120220813108311,플레이스38,카페,유성구,노은2동,대전광역시 유성구 송림로48번길 6-14,127.3223654,36.38705908
MA010120220810575855,서소우,카페,유성구,원신흥동,대전광역시 유성구 원신흥남로42번길 28-19,127.3399505,36.33521983
MA010120220808771163,빽다방대전유성,카페,유성구,원신흥동,대전광역시 유성구 도안대로 512-16,127.3410875,36.34565223
MA010120220801438531,카페라온,카페,유성구,관평동,대전광역시 유성구 테크노4로 17,127.3949967,36.43241293
MA010120220805274375,한국연구재단생활협동조합,카페,유성구,신성동,대전광역시 유성구 가정로 201,127.3660824,36.38552728
MA010120220800236708,달리는커피대전,카페,유성구,신성동,대전광역시 유성구 엑스포로123번길 34,127.3939776,36.37636375
MA010120220808520620,쏠르씨엘,카페,유성구,온천1동,대전광역시 유성구 대학로 55-41,127.3424928,36.35874229
MA010120220809431703,투썸플레이스대전모다,카페,유성구,진잠동,대전광역시 유성구 대정로 5,127.3195768,36.31292676
MA010120220808300384,별찌,카페,유성구,온천1동,대전광역시 유성구 온천북로59번길 10,127.3498597,36.35677441
MA010120220813716161,쉬즈베이글,카페,유성구,노은2동,대전광역시 유성구 노은로 150,127.3184068,36.37293932
MA010120220800610973,지아커피,카페,유성구,진잠동,대전광역시 유성구 진잠로74번길 48,127.3192296,36.2987701
MA010120220806858602,드롭탑,카페,유성구,신성동,대전광역시 유성구 유성대로1184번길 11-27,127.3529289,36.39496606
MA010120220808208612,다카포,카페,유성구,진잠동,대전광역시 유성구 진잠로62번길 39,127.3185908,36.29773544
MA010120220806227348,카페인누와,카페,유성구,학하동,대전광역시 유성구 학하서로121번길 51,127.2987275,36.34969476
MA010120220807132949,한빛스퀘어,카페,유성구,신성동,대전광역시 유성구 대덕대로 480,127.3872033,36.37662921
MA010120220807144486,아이앤알커피로스터스,카페,유성구,노은3동,대전광역시 유성구 지족로349번길 40-16,127.316359,36.38733648
MA010120220806118363,세인트빈,카페,유성구,노은2동,대전광역시 유성구 외삼로 32,127.3142368,36.39730002
MA010120220806231838,콩알,카페,유성구,온천2동,대전광역시 유성구 대학로75번길 50,127.3412531,36.36061127
MA010120220802782646,피아카페,카페,유성구,노은2동,대전광역시 유성구 은구비로155번길 32-17,127.3247186,36.37939275
MA010120220810536002,트윈스디저트카페,카페,유성구,진잠동,대전광역시 유성구 대정로 5,127.3195768,36.31292676
MA010120220811884695,그라찌에,카페,유성구,온천2동,대전광역시 유성구 대학로 291,127.356987,36.36828835
